Country,Code,Year,Share of the richest decile in total income or expenditure
France,FRA,2015,26.63638822
France,FRA,2016,25.93054872
France,FRA,2017,25.80017061
France,FRA,2018,26.69635823
Gabon,GAB,2005,33.14599264
Gabon,GAB,2017,27.72601422
Gambia,GMB,1998,37.66425673
Gambia,GMB,2003,36.85387094
Gambia,GMB,2010,34.92232054
Gambia,GMB,2015,28.7322085
Georgia,GEO,1996,27.92853468
Georgia,GEO,1997,29.92168901
Georgia,GEO,1998,31.15947669
Georgia,GEO,1999,29.90898676
Georgia,GEO,2000,30.32733987
Georgia,GEO,2001,30.04167915
Georgia,GEO,2002,28.18488346
Georgia,GEO,2003,27.07794757
Georgia,GEO,2004,26.71370161
Georgia,GEO,2005,27.72485502
Georgia,GEO,2006,27.47204423
Georgia,GEO,2007,28.91273607
Georgia,GEO,2008,29.13211777
Georgia,GEO,2009,28.8545216
Georgia,GEO,2010,29.53558843
Georgia,GEO,2011,29.76909945
Georgia,GEO,2012,29.30123179
Georgia,GEO,2013,29.10572533
Georgia,GEO,2014,28.56371526
Georgia,GEO,2015,27.79185281
Georgia,GEO,2016,28.14816439
Georgia,GEO,2017,28.89744844
Georgia,GEO,2018,27.45451386
Georgia,GEO,2019,27.57642399
Georgia,GEO,2020,26.21028726
Germany,DEU,1991,23.1015658
Germany,DEU,1992,23.26779053
Germany,DEU,1993,22.94940956
Germany,DEU,1994,23.04198352
Germany,DEU,1995,22.99034627
Germany,DEU,1996,22.59438236
Germany,DEU,1997,22.4159585
Germany,DEU,1998,22.33331776
Germany,DEU,1999,23.18625038
Germany,DEU,2000,23.04786928
Germany,DEU,2001,23.94755598
Germany,DEU,2002,23.74613678
Germany,DEU,2003,23.96743525
Germany,DEU,2004,24.05902433
Germany,DEU,2005,25.29461491
Germany,DEU,2006,24.85428616
Germany,DEU,2007,25.21039134
Germany,DEU,2008,24.65018091
Germany,DEU,2009,24.02194393
Germany,DEU,2010,24.06612969
Germany,DEU,2011,24.63883005
Germany,DEU,2012,24.40782508
Germany,DEU,2013,24.91309692
Germany,DEU,2014,24.11844363
Germany,DEU,2015,24.82756834
Germany,DEU,2016,24.69237387
Germany,DEU,2017,24.55785525
Germany,DEU,2018,25.14413504
Ghana,GHA,1987,27.34347523
Ghana,GHA,1988,28.1423619
Ghana,GHA,1991,30.1338245
Ghana,GHA,1998,29.58911856
Ghana,GHA,2005,32.68618326
Ghana,GHA,2012,31.7476192
Ghana,GHA,2016,32.21116922
Greece,GRC,1995,27.3214818
Greece,GRC,2000,25.66771623
Greece,GRC,2003,24.58334142
Greece,GRC,2004,25.49393667
Greece,GRC,2005,26.32610557
Greece,GRC,2006,26.72561599
Greece,GRC,2007,26.02307611
Greece,GRC,2008,26.04849647
Greece,GRC,2009,26.02626578
Greece,GRC,2010,25.64393802
Greece,GRC,2011,25.62671628
Greece,GRC,2012,26.62021349
Greece,GRC,2013,26.43744364
Greece,GRC,2014,26.13593349
Greece,GRC,2015,26.23421333
Greece,GRC,2016,25.87595411
Greece,GRC,2017,25.87550868
Greece,GRC,2018,24.87431413
Greece,GRC,2019,24.90669069
Guatemala,GTM,1986,46.72727396
Guatemala,GTM,1989,46.78341391
Guatemala,GTM,2000,43.86378267
Guatemala,GTM,2006,43.20907939
Guatemala,GTM,2014,38.05048965
Guinea,GIN,1991,31.73566074
Guinea,GIN,1994,36.04530995
Guinea,GIN,2002,33.96448165
Guinea,GIN,2007,30.06912948
Guinea,GIN,2012,26.40958059
Guinea,GIN,2018,23.08535091
Guinea-Bissau,GNB,1993,34.39604832
Guinea-Bissau,GNB,2002,28.05803772
Guinea-Bissau,GNB,2010,41.99985317
Guinea-Bissau,GNB,2018,27.60014048
Guyana,GUY,1998,34.44614715
Haiti,HTI,2001,47.82381496
Haiti,HTI,2012,31.19743725
Honduras,HND,1989,48.181617
Honduras,HND,1990,45.46625354
Honduras,HND,1991,40.81034876
Honduras,HND,1992,41.36885014
Honduras,HND,1993,42.80124929
Honduras,HND,1994,43.49681386
Honduras,HND,1995,43.82114315
Honduras,HND,1996,43.70818171
Honduras,HND,1997,41.395266
Honduras,HND,1998,44.62384898
Honduras,HND,1999,41.85264129
Honduras,HND,2001,41.57040329
Honduras,HND,2002,42.71325778
Honduras,HND,2003,45.05302666
Honduras,HND,2004,44.87460755
Honduras,HND,2005,46.12433523
Honduras,HND,2006,43.98653714
Honduras,HND,2007,43.07758121
Honduras,HND,2008,43.02956409
Honduras,HND,2009,38.4096915
Honduras,HND,2010,40.20407322
Honduras,HND,2011,39.74397572
Honduras,HND,2012,40.3971545
Honduras,HND,2013,36.95033515
Honduras,HND,2014,37.36828436
Honduras,HND,2015,36.60694646
Honduras,HND,2016,36.04951475
Honduras,HND,2017,36.55554816
Honduras,HND,2018,35.34019094
Honduras,HND,2019,34.64680809
Honduras - urban,,1986,43.25547251
Hungary,HUN,1987,19.00217041
Hungary,HUN,1989,21.62884613
Hungary,HUN,1991,23.82363641
Hungary,HUN,1993,24.19461893
Hungary,HUN,1994,26.2371182
Hungary,HUN,1998,21.91044089
Hungary,HUN,1999,23.24817249
Hungary,HUN,2000,22.82299535
Hungary,HUN,2001,22.11799508
Hungary,HUN,2002,22.21155082
Hungary,HUN,2003,24.64956853
Hungary,HUN,2004,24.19818235
Hungary,HUN,2005,23.92807574
Hungary,HUN,2006,23.24329007
Hungary,HUN,2007,25.33546837
Hungary,HUN,2008,22.06016017
Hungary,HUN,2009,21.47397551
Hungary,HUN,2010,23.09994149
Hungary,HUN,2011,23.16473203
Hungary,HUN,2012,23.8934372
Hungary,HUN,2013,24.43085775
Hungary,HUN,2014,24.0428505
Hungary,HUN,2015,23.79087055
Hungary,HUN,2016,23.8177558
Hungary,HUN,2017,23.90395438
Hungary,HUN,2018,23.23576149
Hungary,HUN,2019,23.33005534
Iceland,ISL,2003,22.63588985
Iceland,ISL,2004,23.73969788
Iceland,ISL,2005,24.35893927
Iceland,ISL,2006,25.38509277
Iceland,ISL,2007,24.78372561
Iceland,ISL,2008,27.07789641
Iceland,ISL,2009,24.00499588
Iceland,ISL,2010,22.01897108
Iceland,ISL,2011,22.13831977
Iceland,ISL,2012,22.0755903
Iceland,ISL,2013,21.32523553
Iceland,ISL,2014,23.48272736
Iceland,ISL,2015,22.51138092
Iceland,ISL,2016,22.76521804
Iceland,ISL,2017,22.06329368
India,IND,1977,27.50758994
India,IND,1983,26.41488696
India,IND,1987,27.53479058
India,IND,1993,26.66824101
India,IND,2004,29.15050085
India,IND,2009,29.9623163
India,IND,2011,30.14265136
India,IND,2015,29.72928656
India,IND,2016,29.71173536
India,IND,2017,30.49848688
India,IND,2018,28.3787727
India,IND,2019,30.62390803
India - rural,,1977,29.13686627
India - rural,,1983,24.92403565
India - rural,,1987,25.49162069
India - rural,,1993,24.42060611
India - rural,,2004,26.40931441
India - rural,,2009,25.81326102
India - rural,,2011,26.65292357
India - rural,,2015,26.98770772
India - rural,,2016,27.07190249
India - rural,,2017,27.62875815
India - rural,,2018,27.15898734
India - rural,,2019,26.63060287
India - urban,,1977,29.23865866
India - urban,,1983,27.12272871
India - urban,,1987,29.15840218
India - urban,,1993,27.699394
India - urban,,2004,30.21321409
India - urban,,2009,31.75227487
India - urban,,2011,31.82928475
India - urban,,2015,31.10096811
India - urban,,2016,31.10221477
India - urban,,2017,32.06712894
India - urban,,2018,27.23738339
India - urban,,2019,32.28674878
Indonesia,IDN,1984,26.97024729
Indonesia,IDN,1987,26.13278545
Indonesia,IDN,1990,26.986605
Indonesia,IDN,1993,27.84967977
Indonesia,IDN,1996,29.65622351
Indonesia,IDN,1998,26.77932489
Indonesia,IDN,1999,27.32439489
Indonesia,IDN,2000,25.02871281
Indonesia,IDN,2001,25.62524872
Indonesia,IDN,2002,27.66394989
Indonesia,IDN,2003,27.22137043
Indonesia,IDN,2004,27.66682189
Indonesia,IDN,2005,27.98862734
Indonesia,IDN,2006,28.83781372
Indonesia,IDN,2007,29.55794464
Indonesia,IDN,2008,29.14343278
Indonesia,IDN,2009,29.40755793
Indonesia,IDN,2010,29.48734027
Indonesia,IDN,2011,32.641446
Indonesia,IDN,2012,32.90158926
Indonesia,IDN,2013,32.92033328
Indonesia,IDN,2014,32.51124748
Indonesia,IDN,2015,32.99365134
Indonesia,IDN,2016,31.00816914
Indonesia,IDN,2017,30.17767762
Indonesia,IDN,2018,29.9111815
Indonesia,IDN,2019,29.47447063
Indonesia,IDN,2020,29.52945069
Indonesia,IDN,2021,30.11689354
Indonesia - rural,,1984,24.00715996
Indonesia - rural,,1987,23.64481558
Indonesia - rural,,1990,22.63375052
Indonesia - rural,,1993,22.36457201
Indonesia - rural,,1996,23.53807804
Indonesia - rural,,1998,22.01004951
Indonesia - rural,,1999,21.3857193
Indonesia - rural,,2000,20.99938812
Indonesia - rural,,2001,21.15948136
Indonesia - rural,,2002,22.15916089
Indonesia - rural,,2003,21.57165293
Indonesia - rural,,2004,22.02263622
Indonesia - rural,,2005,23.69866332
Indonesia - rural,,2006,24.29165788
Indonesia - rural,,2007,24.89417986
Indonesia - rural,,2008,24.82470277
Indonesia - rural,,2009,24.7444993
Indonesia - rural,,2010,25.15140431
Indonesia - rural,,2011,27.45854552
Indonesia - rural,,2012,26.86583795
Indonesia - rural,,2013,26.14465883
Indonesia - rural,,2014,25.91027655
Indonesia - rural,,2015,27.40145869
Indonesia - rural,,2016,26.17737506
Indonesia - rural,,2017,24.77442816
Indonesia - rural,,2018,25.04557157
Indonesia - rural,,2019,24.66524192
Indonesia - rural,,2020,24.72134716
Indonesia - rural,,2021,24.61199217
Indonesia - urban,,1984,26.68979961
Indonesia - urban,,1987,26.48694373
Indonesia - urban,,1990,27.99960309
Indonesia - urban,,1993,28.60641761
Indonesia - urban,,1996,30.27965944
Indonesia - urban,,1998,27.27572721
Indonesia - urban,,1999,29.49664548
Indonesia - urban,,2000,26.26912755
Indonesia - urban,,2001,26.43436592
Indonesia - urban,,2002,28.04664008
Indonesia - urban,,2003,27.07029623
Indonesia - urban,,2004,27.4634552
Indonesia - urban,,2005,28.05093491
Indonesia - urban,,2006,28.79576944
Indonesia - urban,,2007,29.42090611
Indonesia - urban,,2008,29.19669974
Indonesia - urban,,2009,29.87515137
Indonesia - urban,,2010,29.6560232
Indonesia - urban,,2011,33.56466639
Indonesia - urban,,2012,33.72973993
Indonesia - urban,,2013,33.32346711
Indonesia - urban,,2014,33.47039741
Indonesia - urban,,2015,34.19149685
Indonesia - urban,,2016,31.67703617
Indonesia - urban,,2017,30.7173979
Indonesia - urban,,2018,30.49437247
Indonesia - urban,,2019,30.06701604
Indonesia - urban,,2020,30.15902148
Indonesia - urban,,2021,31.2727168
Iran,IRN,1986,36.85675962
Iran,IRN,1990,33.54633849
Iran,IRN,1994,33.29264489
Iran,IRN,1998,33.74457537
Iran,IRN,2005,33.31292736
Iran,IRN,2006,33.99347822
Iran,IRN,2009,31.27090922
Iran,IRN,2013,28.97487353
Iran,IRN,2014,29.79843938
Iran,IRN,2015,30.56015368
Iran,IRN,2016,30.85290813
Iran,IRN,2017,31.27277503
Iran,IRN,2018,32.49233381
Iran,IRN,2019,31.69152434
Iraq,IRQ,2006,23.62698591
Iraq,IRQ,2012,23.70467204
Ireland,IRL,1987,27.22671678
Ireland,IRL,1994,29.03280851
Ireland,IRL,1995,28.63001102
Ireland,IRL,1996,27.57249363
Ireland,IRL,2000,26.13354048
Ireland,IRL,2002,24.96946145
Ireland,IRL,2003,25.9054063
Ireland,IRL,2004,26.63542209
Ireland,IRL,2005,26.95296001
Ireland,IRL,2006,25.62715859
Ireland,IRL,2007,25.50187082
Ireland,IRL,2008,24.57599404
Ireland,IRL,2009,25.56203612
Ireland,IRL,2010,24.90281794
Ireland,IRL,2011,25.50775124
Ireland,IRL,2012,25.92612075
Ireland,IRL,2013,26.07541363
Ireland,IRL,2014,24.92162009
Ireland,IRL,2015,25.39732334
Ireland,IRL,2016,25.91593876
Ireland,IRL,2017,25.3792538
Ireland,IRL,2018,25.09472413
Israel,ISR,1979,26.90721139
Israel,ISR,1986,26.85037719
Israel,ISR,1992,26.870716
Israel,ISR,1997,28.16099824
Israel,ISR,2001,28.74221197
Israel,ISR,2002,28.69955508
Israel,ISR,2003,29.44387417
Israel,ISR,2004,29.33191628
Israel,ISR,2005,30.43386047
Israel,ISR,2006,29.67863957
Israel,ISR,2007,29.47116496
Israel,ISR,2008,29.9678258
Israel,ISR,2009,30.47862116
Israel,ISR,2010,31.06518113
Israel,ISR,2011,29.46034745
Israel,ISR,2012,29.73393991
Israel,ISR,2013,28.9272709
Israel,ISR,2014,28.2353327
Israel,ISR,2015,28.55428781
Israel,ISR,2016,27.74808283
Israel,ISR,2017,26.95080176
Israel,ISR,2018,27.62486232
Italy,ITA,1986,24.69569879
Italy,ITA,1987,25.45109766
Italy,ITA,1989,25.11049323
Italy,ITA,1991,24.0328169
Italy,ITA,1993,26.17396104
Italy,ITA,1995,26.15648122
Italy,ITA,1998,27.6108788
Italy,ITA,2000,26.35052543
Italy,ITA,2003,26.68603466
Italy,ITA,2004,26.31655943
Italy,ITA,2005,25.48502584
Italy,ITA,2006,25.62732356
Italy,ITA,2007,24.92321185
Italy,ITA,2008,25.67603015
Italy,ITA,2009,25.43435076
Italy,ITA,2010,26.16274312
Italy,ITA,2011,26.39714865
Italy,ITA,2012,26.42302448
Italy,ITA,2013,25.92801125
Italy,ITA,2014,25.53320335
Italy,ITA,2015,25.76257214
Italy,ITA,2016,25.96119718
Italy,ITA,2017,26.66186862
Italy,ITA,2018,25.923912
Jamaica,JAM,1988,33.66378582
Jamaica,JAM,1990,32.05186498
Jamaica,JAM,1993,27.4139651
Jamaica,JAM,1996,32.67744667
Jamaica,JAM,1999,35.03079664
Jamaica,JAM,2002,38.01016529
Jamaica,JAM,2004,35.75783203
Japan,JPN,2008,26.14717847
Japan,JPN,2010,25.68109892
Japan,JPN,2013,26.40876773
Jordan,JOR,1986,28.11237515
Jordan,JOR,1992,34.98948116
Jordan,JOR,1997,29.83703451
Jordan,JOR,2002,29.51336697
Jordan,JOR,2006,27.4941885
Jordan,JOR,2008,26.57452827
Jordan,JOR,2010,27.45170007
Kazakhstan,KAZ,1993,24.93788799
Kazakhstan,KAZ,1996,26.29015848
Kazakhstan,KAZ,2001,27.1408447
Kazakhstan,KAZ,2002,26.79487987
Kazakhstan,KAZ,2003,25.78704995
Kazakhstan,KAZ,2004,25.10101089
Kazakhstan,KAZ,2005,29.72078078
Kazakhstan,KAZ,2006,24.91445624
Kazakhstan,KAZ,2007,24.62365094
Kazakhstan,KAZ,2008,23.6474721
Kazakhstan,KAZ,2009,23.12880823
Kazakhstan,KAZ,2010,23.08827021
Kazakhstan,KAZ,2011,22.95535061
Kazakhstan,KAZ,2012,22.93629243
Kazakhstan,KAZ,2013,22.5148812
Kazakhstan,KAZ,2014,22.62386662
Kazakhstan,KAZ,2015,22.58604412
Kazakhstan,KAZ,2016,22.71709541
Kazakhstan,KAZ,2017,22.97925068
Kazakhstan,KAZ,2018,23.44627286
Kenya,KEN,1992,47.86956246
Kenya,KEN,1994,33.37301257
Kenya,KEN,1997,36.25159937
Kenya,KEN,2005,36.8209728
Kenya,KEN,2015,31.56148317
Kiribati,KIR,2006,29.25184309
Kiribati,KIR,2019,22.85169723
Kosovo,OWID_KOS,2003,23.2129826
Kosovo,OWID_KOS,2005,24.17548682
Kosovo,OWID_KOS,2006,24.0518003
Kosovo,OWID_KOS,2009,24.97535025
Kosovo,OWID_KOS,2010,25.7133469
Kosovo,OWID_KOS,2011,22.28520308
Kosovo,OWID_KOS,2012,23.49217925
Kosovo,OWID_KOS,2013,21.9475138
Kosovo,OWID_KOS,2014,21.99907686
Kosovo,OWID_KOS,2015,21.53492679
Kosovo,OWID_KOS,2016,21.80398091
Kosovo,OWID_KOS,2017,24.55945007
Kyrgyzstan,KGZ,1998,35.27055328
Kyrgyzstan,KGZ,2000,24.84445095
Kyrgyzstan,KGZ,2001,23.91723153
Kyrgyzstan,KGZ,2002,23.98474267
Kyrgyzstan,KGZ,2003,23.32190486
Kyrgyzstan,KGZ,2004,27.17571477
Kyrgyzstan,KGZ,2005,26.15207959
Kyrgyzstan,KGZ,2006,29.41232228
Kyrgyzstan,KGZ,2007,26.48625188
Kyrgyzstan,KGZ,2008,25.29852877
Kyrgyzstan,KGZ,2009,24.57994644
Kyrgyzstan,KGZ,2010,24.61753009
Kyrgyzstan,KGZ,2011,23.49000611
Kyrgyzstan,KGZ,2012,23.13075842
Kyrgyzstan,KGZ,2013,23.84611367
Kyrgyzstan,KGZ,2014,22.88504254
Kyrgyzstan,KGZ,2015,24.77225734
Kyrgyzstan,KGZ,2016,22.9106677
Kyrgyzstan,KGZ,2017,23.28090464
Kyrgyzstan,KGZ,2018,23.62626181
Kyrgyzstan,KGZ,2019,25.82850796
Kyrgyzstan,KGZ,2020,24.03003479
Laos,LAO,1992,28.08185343
Laos,LAO,1997,29.11142644
Laos,LAO,2002,27.04814909
Laos,LAO,2007,29.25129408
Laos,LAO,2012,28.96991646
Laos,LAO,2018,31.24705906
Latvia,LVA,1993,22.06526445
Latvia,LVA,1995,25.09462065
Latvia,LVA,1996,25.655719
Latvia,LVA,1997,26.6509559
Latvia,LVA,1998,26.21632427
Latvia,LVA,2002,27.49404613
Latvia,LVA,2003,28.46768578
Latvia,LVA,2004,26.97202371
Latvia,LVA,2005,30.02617626
Latvia,LVA,2006,26.79796304
Latvia,LVA,2007,27.72072283
Latvia,LVA,2008,27.43991243
Latvia,LVA,2009,26.70500455
Latvia,LVA,2010,26.22928767
Latvia,LVA,2011,27.33593412
Latvia,LVA,2012,26.56536234
Latvia,LVA,2013,26.80876591
Latvia,LVA,2014,26.65258686
Latvia,LVA,2015,26.16270277
Latvia,LVA,2016,25.7861959
Latvia,LVA,2017,26.90340488
Latvia,LVA,2018,26.89787679
Latvia,LVA,2019,26.63300627
Lebanon,LBN,2011,24.78925689
Lesotho,LSO,1986,43.56851991
Lesotho,LSO,1994,48.27369745
Lesotho,LSO,2002,38.28005906
Lesotho,LSO,2017,32.89834079
Liberia,LBR,2007,28.29088812
Liberia,LBR,2014,26.03238579
Liberia,LBR,2016,27.09680289
Lithuania,LTU,1993,27.98935642
Lithuania,LTU,1996,25.57901855
Lithuania,LTU,1998,25.17655286
Lithuania,LTU,1999,25.24718383
Lithuania,LTU,2000,24.69502932
Lithuania,LTU,2001,24.87122683
Lithuania,LTU,2002,24.86745344
Lithuania,LTU,2003,27.93741157
Lithuania,LTU,2004,27.39114573
Lithuania,LTU,2005,27.15994656
Lithuania,LTU,2006,26.78308237
Lithuania,LTU,2007,26.77042834
Lithuania,LTU,2008,28.94966014
Lithuania,LTU,2009,27.6122867
Lithuania,LTU,2010,24.7903672
Lithuania,LTU,2011,24.54349423
Lithuania,LTU,2012,26.82886099
Lithuania,LTU,2013,27.10732492
Lithuania,LTU,2014,28.91069901
Lithuania,LTU,2015,28.61951501
Lithuania,LTU,2016,29.54615349
Lithuania,LTU,2017,28.42622536
Lithuania,LTU,2018,27.15116264
Lithuania,LTU,2019,27.46221323
Luxembourg,LUX,1985,21.53678756
Luxembourg,LUX,1991,22.24119961
Luxembourg,LUX,1994,21.86445496
Luxembourg,LUX,1997,23.78039008
Luxembourg,LUX,2000,23.89431907
Luxembourg,LUX,2003,23.67495889
Luxembourg,LUX,2004,23.72167239
Luxembourg,LUX,2005,24.34634416
Luxembourg,LUX,2006,24.32713302
Luxembourg,LUX,2007,25.05656511
Luxembourg,LUX,2008,25.75499805
Luxembourg,LUX,2009,24.17210561
Luxembourg,LUX,2010,23.72705874
Luxembourg,LUX,2011,24.43406924
Luxembourg,LUX,2012,26.37088516
Luxembourg,LUX,2013,24.2398727
Luxembourg,LUX,2014,24.27870522
Luxembourg,LUX,2015,25.07038901
Luxembourg,LUX,2016,24.11344367
Luxembourg,LUX,2017,25.59276863
Luxembourg,LUX,2018,26.6272747
Luxembourg,LUX,2019,25.83069028
Madagascar,MDG,1980,37.02294326
Madagascar,MDG,1993,37.03966567
Madagascar,MDG,1997,30.14583255
Madagascar,MDG,1999,28.91894684
Madagascar,MDG,2001,36.63850744
Madagascar,MDG,2005,32.44397154
Madagascar,MDG,2010,34.30603083
Madagascar,MDG,2012,33.48646612
Malawi,MWI,1997,61.49113543
Malawi,MWI,2004,32.83021069
Malawi,MWI,2010,36.85893621
Malawi,MWI,2016,38.0934921
Malawi,MWI,2019,30.97639984
Malaysia,MYS,1984,38.45030183
Malaysia,MYS,1987,36.93875691
Malaysia,MYS,1989,36.41095712
Malaysia,MYS,1992,37.01692517
Malaysia,MYS,1995,37.85709684
Malaysia,MYS,1997,38.41646984
Malaysia,MYS,2003,35.12368399
Malaysia,MYS,2006,33.84518559
Malaysia,MYS,2008,34.15017208
Malaysia,MYS,2011,33.18693983
Malaysia,MYS,2013,31.82160298
Malaysia,MYS,2015,31.27335194
Maldives,MDV,2002,34.83969752
Maldives,MDV,2009,29.94292368
Maldives,MDV,2016,25.17363516
Maldives,MDV,2019,23.28862605
Mali,MLI,1994,40.43909109
Mali,MLI,2001,30.05706511
Mali,MLI,2006,30.23729348
Mali,MLI,2009,25.67846634
Mali,MLI,2018,28.1909428
Malta,MLT,2006,22.05168237
Malta,MLT,2007,22.62769222
Malta,MLT,2008,22.48382664
Malta,MLT,2009,23.76060781
Malta,MLT,2010,22.73481345
Malta,MLT,2011,23.20302745
Malta,MLT,2012,23.44088817
Malta,MLT,2013,23.15389088
Malta,MLT,2014,23.30521298
Malta,MLT,2015,23.63339986
Malta,MLT,2016,23.1200268
Malta,MLT,2017,23.33083174
Malta,MLT,2018,22.89275895
Malta,MLT,2019,24.82670617
Marshall Islands,MHL,2019,27.52425505
Mauritania,MRT,1987,31.95617823
Mauritania,MRT,1993,42.4905155
Mauritania,MRT,1995,28.68938971
Mauritania,MRT,2000,29.54016114
Mauritania,MRT,2004,32.63371426
Mauritania,MRT,2008,26.18242545
Mauritania,MRT,2014,24.92960424
Mauritius,MUS,2006,28.7496682
Mauritius,MUS,2012,31.60764805
Mauritius,MUS,2017,29.86820272
Mexico,MEX,1984,37.87241795
Mexico,MEX,1989,40.5882408
Mexico,MEX,1992,42.22909047
Mexico,MEX,1994,42.34742446
Mexico,MEX,1996,42.13685954
Mexico,MEX,1998,40.43297204
Mexico,MEX,2000,42.04099261
Mexico,MEX,2002,39.64966694
Mexico,MEX,2004,39.63576238
Mexico,MEX,2005,39.58199507
Mexico,MEX,2006,38.91815194
Mexico,MEX,2008,39.11430447
Mexico,MEX,2010,37.0932735
Mexico,MEX,2012,38.85920162
Mexico,MEX,2014,39.54913788
Mexico,MEX,2016,37.77360007
Mexico,MEX,2018,37.05912388
Mexico,MEX,2020,35.458431
Micronesia (country),FSM,2005,32.48062322
Micronesia (country),FSM,2013,29.7216237
Micronesia (country) - urban,,2000,49.34121464
Moldova,MDA,1997,28.10591095
Moldova,MDA,1998,30.12371907
Moldova,MDA,1999,34.35954685
Moldova,MDA,2000,28.45006815
Moldova,MDA,2001,29.7705532
Moldova,MDA,2002,27.53034127
Moldova,MDA,2003,27.69535442
Moldova,MDA,2004,27.6925396
Moldova,MDA,2005,28.36711639
Moldova,MDA,2006,27.37947049
Moldova,MDA,2007,26.78461874
Moldova,MDA,2008,27.11545091
Moldova,MDA,2009,25.03063144
Moldova,MDA,2010,25.43293808
Moldova,MDA,2011,24.50615751
Moldova,MDA,2012,23.6095366
Moldova,MDA,2013,23.26431261
Moldova,MDA,2014,22.09300147
Moldova,MDA,2015,22.5265757
Moldova,MDA,2016,22.69094162
Moldova,MDA,2017,21.66750066
Moldova,MDA,2018,21.95260661
Moldova,MDA,2019,21.98395048
Mongolia,MNG,1995,24.96175705
Mongolia,MNG,1998,22.92161639
Mongolia,MNG,2002,24.6341885
Mongolia,MNG,2007,27.75560642
Mongolia,MNG,2010,25.7298861
Mongolia,MNG,2011,26.62297476
Mongolia,MNG,2012,26.1863202
Mongolia,MNG,2014,25.47082036
Mongolia,MNG,2016,25.61896932
Mongolia,MNG,2018,25.67066813
Montenegro,MNE,2005,23.99612164
Montenegro,MNE,2006,23.22504332
Montenegro,MNE,2007,24.48249659
Montenegro,MNE,2008,24.54236701
Montenegro,MNE,2009,24.88135056
Montenegro,MNE,2010,22.64488101
Montenegro,MNE,2011,24.67946652
Montenegro,MNE,2012,24.48222029
Montenegro,MNE,2013,24.91736384
Montenegro,MNE,2014,25.72214891
Montenegro,MNE,2015,27.70231397
Montenegro,MNE,2016,27.748745
Montenegro,MNE,2017,26.03782281
Montenegro,MNE,2018,25.95501756
Morocco,MAR,1984,31.84375747
Morocco,MAR,1990,30.67414775
Morocco,MAR,1998,30.84567019
Morocco,MAR,2000,32.13316898
Morocco,MAR,2006,33.10082582
Morocco,MAR,2013,31.88516492
Mozambique,MOZ,1996,43.75473013
Mozambique,MOZ,2002,39.35360938
Mozambique,MOZ,2008,36.78071524
Mozambique,MOZ,2014,45.47815357
Myanmar,MMR,2015,31.70591147
Myanmar,MMR,2017,25.51765371
Namibia,NAM,2003,54.78787461
Namibia,NAM,2009,51.8369473
Namibia,NAM,2015,47.25009801
Nauru,NRU,2012,27.33156248
Nepal,NPL,1984,24.98343297
Nepal,NPL,1995,28.99663391
Nepal,NPL,2003,36.88536625
Nepal,NPL,2010,26.4104754
Netherlands,NLD,1983,22.61043894
Netherlands,NLD,1987,21.99305505
Netherlands,NLD,1990,24.47900857
Netherlands,NLD,1993,22.80390105
Netherlands,NLD,1999,21.80609615
Netherlands,NLD,2004,23.69930423
Netherlands,NLD,2005,23.37640882
Netherlands,NLD,2006,24.69862433
Netherlands,NLD,2007,24.08458423
Netherlands,NLD,2008,23.68434593
Netherlands,NLD,2009,22.39056317
Netherlands,NLD,2010,22.44527502
Netherlands,NLD,2011,22.57789422
Netherlands,NLD,2012,22.4982978
Netherlands,NLD,2013,22.75990011
Netherlands,NLD,2014,23.29374226
